Gene Symbol,Ensembl ID,Pvalue,LogFC,cell_type,GEO
FAM155A,FAM155A,0.0,	-21.3320586278108,cell_Neutrophils,GSE157344
FTH1,ENSG00000167996,0.0,	794.574291994858,cell_Neutrophils,GSE157344
FTL,ENSG00000087086,0.0,inf,cell_Neutrophils,GSE157344
FTO,ENSG00000140718,0.0,	-16.8122079017129,cell_Neutrophils,GSE157344
G0S2,ENSG00000123689,	2.56219279988419e-226,	181.191398978484,cell_Neutrophils,GSE157344
GLIS3,ENSG00000107249,0.0,	-15.5859872475822,cell_Neutrophils,GSE157344
GMDS,ENSG00000112699,0.0,	-27.0132418070708,cell_Neutrophils,GSE157344
GPC5,ENSG00000179399,0.0,	-71.6386374474754,cell_Neutrophils,GSE157344
H3F3B,H3F3B,	6.93733470757654e-301,	190.416993345929,cell_Neutrophils,GSE157344
IL1B,ENSG00000125538,	6.9899541375752e-99,	199.876361735647,cell_Neutrophils,GSE157344
KHDRBS2,ENSG00000112232,0.0,	-18.5182602968702,cell_Neutrophils,GSE157344
LIMCH1,ENSG00000064042,0.0,	-19.9353264138179,cell_Neutrophils,GSE157344
LINC00342,ENSG00000232931,0.0,	-87.5038064476087,cell_Neutrophils,GSE157344
LMO7,ENSG00000136153,0.0,	-24.0970778523175,cell_Neutrophils,GSE157344
LRRK2,ENSG00000188906,	1.9302099326206e-07,	-18.4989561722291,cell_Neutrophils,GSE157344
MACROD2,ENSG00000172264,0.0,	-113.476466065378,cell_Neutrophils,GSE157344
MAGI3,ENSG00000081026,0.0,	-24.0318170254748,cell_Neutrophils,GSE157344
MALAT1,ENSG00000251562,	6.12071651485843e-10,inf,cell_Neutrophils,GSE157344
MECOM,ENSG00000085276,0.0,	-19.2737912463182,cell_Neutrophils,GSE157344
MT-ATP6,ENSG00000198899,	1.10817901509127e-128,	204.741372879965,cell_Neutrophils,GSE157344
MT-CO1,ENSG00000198804,	5.78683912357583e-58,	307.883434982239,cell_Neutrophils,GSE157344
MT-CO2,ENSG00000198712,	1.1445628579520301e-167,	235.42162320023,cell_Neutrophils,GSE157344
MT-CO3,ENSG00000198938,	2.3234569015768505e-113,	254.527785292635,cell_Neutrophils,GSE157344
MT-ND2,ENSG00000198763,	1.8356139804796496e-134,	236.365371369934,cell_Neutrophils,GSE157344
MTRNR2L8,ENSG00000255823,	5.874420260287861e-167,	189.62234662428,cell_Neutrophils,GSE157344
NCKAP5,ENSG00000176771,0.0,	-54.3262276633195,cell_Neutrophils,GSE157344
NEAT1,ENSG00000245532,	7.132316775333131e-233,	412.885531705392,cell_Neutrophils,GSE157344
NEDD4L,ENSG00000049759,0.0,	-19.0086675256316,cell_Neutrophils,GSE157344
NTN4,ENSG00000074527,0.0,	-26.9141644701404,cell_Neutrophils,GSE157344
PDE4D,ENSG00000113448,0.0,	-37.1524048285017,cell_Neutrophils,GSE157344
PI3,ENSG00000124102,	2.63645245413599e-65,	512.941161497126,cell_Neutrophils,GSE157344
PTPRG,ENSG00000144724,0.0,	-17.3321013240116,cell_Neutrophils,GSE157344
PTPRN2,ENSG00000155093,0.0,	-21.1012467779882,cell_Neutrophils,GSE157344
RBPJ,ENSG00000168214,	4.33665307759669e-14,	-15.8344432419731,cell_Neutrophils,GSE157344
RGS6,ENSG00000182732,0.0,	-19.8994909804147,cell_Neutrophils,GSE157344
RUNX1,ENSG00000159216,0.0,	-16.4926171938374,cell_Neutrophils,GSE157344
S100A8,ENSG00000143546,	4.34753314325978e-262,	606.716339155057,cell_Neutrophils,GSE157344
S100A9,ENSG00000163220,	1.40438851912202e-292,	430.707722198585,cell_Neutrophils,GSE157344
SAT1,ENSG00000130066,	8.820685114157439e-273,	222.519225273733,cell_Neutrophils,GSE157344
SFTPB,ENSG00000168878,0.0,	-83.3615238446154,cell_Neutrophils,GSE157344
SGPP2,ENSG00000163082,0.0,	-18.1945754253123,cell_Neutrophils,GSE157344
SLPI,ENSG00000124107,	2.02999739170046e-34,	242.798774934125,cell_Neutrophils,GSE157344
SOD2,ENSG00000112096,0.0,	180.176551559621,cell_Neutrophils,GSE157344
SOX5,ENSG00000134532,0.0,	-18.2999092941372,cell_Neutrophils,GSE157344
SSBP2,ENSG00000145687,0.0,	-39.8976972648556,cell_Neutrophils,GSE157344
SYNE1,ENSG00000131018,0.0,	-17.4068628957472,cell_Neutrophils,GSE157344
TMSB4X,ENSG00000205542,0.0,	198.353675958021,cell_Neutrophils,GSE157344
ZNF385B,ENSG00000144331,0.0,	-16.2135411978423,cell_Neutrophils,GSE157344
ACSL4,ENSG00000068366,	1.07530291615319e-08,	-13.8935135858005,cell_RBC,GSE157344
AKAP13,ENSG00000170776,	2.66435062911469e-07,	-8.66975371571407,cell_RBC,GSE157344
AL133268.4,AL133268.4,	6.10004431933683e-67,	-8.387745746052,cell_RBC,GSE157344
ALCAM,ENSG00000170017,	6.91973003302279e-06,	-13.3295205594342,cell_RBC,GSE157344
ANK3,ENSG00000151150,	3.15709927736336e-47,	-19.9312000313577,cell_RBC,GSE157344
CAMK1D,ENSG00000183049,	1.59025273135214e-08,	-12.5588630485431,cell_RBC,GSE157344
CARD11,ENSG00000198286,	4.75664886553407e-14,	-8.36909737626611,cell_RBC,GSE157344
CXCL8,ENSG00000169429,	0.0019479811061536,	392.454095786277,cell_RBC,GSE157344
DIAPH2,ENSG00000147202,	2.71283699727898e-14,	-8.30259354658961,cell_RBC,GSE157344
FTH1,ENSG00000167996,	0.0024057551861198,	291.650328174869,cell_RBC,GSE157344
FTL,ENSG00000087086,	7.77582688876257e-06,	377.812631123627,cell_RBC,GSE157344
HBA1,ENSG00000206172,	9.45343243166713e-05,inf,cell_RBC,GSE157344
HBA2,ENSG00000188536,	2.56471502358612e-06,inf,cell_RBC,GSE157344
HBB,ENSG00000244734,	4.07331118875149e-05,inf,cell_RBC,GSE157344
LRRK2,ENSG00000188906,	1.10713301594383e-05,	-8.08242536986328,cell_RBC,GSE157344
MACROD2,ENSG00000172264,	1.8905516624538702e-132,	-7.0587000495108,cell_RBC,GSE157344
MAGI1,ENSG00000151276,	2.3451323336551695e-79,	-7.03573371802791,cell_RBC,GSE157344
MALAT1,ENSG00000251562,	0.0100882794631911,inf,cell_RBC,GSE157344
MECOM,ENSG00000085276,	7.049631044189221e-73,	-9.99702945896045,cell_RBC,GSE157344
MSI2,ENSG00000153944,	3.82029409274956e-21,	-9.62213879245132,cell_RBC,GSE157344
MT-ATP6,ENSG00000198899,	0.0001364352416263,	173.932719170512,cell_RBC,GSE157344
MT-CO1,ENSG00000198804,	0.0040062909941122,	242.946300696432,cell_RBC,GSE157344
MT-CO3,ENSG00000198938,	0.000132026319534,	199.910805163909,cell_RBC,GSE157344
PATJ,ENSG00000132849,	9.66297845270928e-89,	-9.82058263400445,cell_RBC,GSE157344
PDE4D,ENSG00000113448,	7.29494103028676e-32,	-18.7908576396145,cell_RBC,GSE157344
PTPRG,ENSG00000144724,	1.41441251229134e-110,	-17.0294843064767,cell_RBC,GSE157344
PTPRN2,ENSG00000155093,	6.87883115709506e-33,	-8.44350921129751,cell_RBC,GSE157344
RAPGEF5,ENSG00000136237,	1.41441251229134e-110,	-8.41617344958704,cell_RBC,GSE157344
S100A8,ENSG00000143546,	0.0079059451697191,	358.081491554534,cell_RBC,GSE157344
S100A9,ENSG00000163220,	0.0032092528055551,	337.883760982089,cell_RBC,GSE157344
SFTPB,ENSG00000168878,	1.3801177776933601e-59,	-31.6323483049243,cell_RBC,GSE157344
SLC4A4,ENSG00000080493,	1.4709107908608196e-40,	-9.81166635426695,cell_RBC,GSE157344
SOX5,ENSG00000134532,	6.10004431933683e-67,	-7.14197297202121,cell_RBC,GSE157344
ZNF385B,ENSG00000144331,	6.10004431933683e-67,	-17.027845727984,cell_RBC,GSE157344
AC013652.1,AC013652.1,0.0,	-18.6329400201314,cell_T,GSE157344
ACTB,ENSG00000075624,0.0,	126.755826640548,cell_T,GSE157344
ANK3,ENSG00000151150,0.0,	-22.8559105285059,cell_T,GSE157344
AOAH,ENSG00000136250,0.0,	-19.1065665779263,cell_T,GSE157344
ARHGAP15,ENSG00000075884,0.0,	-18.5101331263321,cell_T,GSE157344
ATXN1,ENSG00000124788,0.0,	-15.7698565400473,cell_T,GSE157344
B2M,ENSG00000166710,0.0,	96.1011294031177,cell_T,GSE157344
BACH2,ENSG00000112182,	7.36982963574826e-255,	-43.2866660865967,cell_T,GSE157344
BCL2,ENSG00000171791,	6.27971879769656e-269,	-22.7731165551722,cell_T,GSE157344
CAMK1D,ENSG00000183049,0.0,	-15.6851814240248,cell_T,GSE157344
CBLB,ENSG00000114423,0.0,	-26.4988518434211,cell_T,GSE157344
CCL3,ENSG00000277632,	1.61184765025854e-224,	77.7838732353114,cell_T,GSE157344
CCL4,ENSG00000275302,0.0,	247.761038719726,cell_T,GSE157344
CCL5,ENSG00000271503,0.0,	112.998926497053,cell_T,GSE157344
CELF2,ENSG00000048740,0.0,	-19.111341290373,cell_T,GSE157344
CTSD,ENSG00000117984,0.0,	59.5459633623573,cell_T,GSE157344
FKBP5,ENSG00000096060,0.0,	-26.9634358470216,cell_T,GSE157344
FOXP1,ENSG00000114861,0.0,	-15.1414364614158,cell_T,GSE157344
FTH1,ENSG00000167996,0.0,	480.989055949322,cell_T,GSE157344
FTL,ENSG00000087086,0.0,	509.660084529632,cell_T,GSE157344
FYN,ENSG00000010810,0.0,	-16.6658285422622,cell_T,GSE157344
GMDS,ENSG00000112699,	3.61300080362217e-242,	-19.9904137997405,cell_T,GSE157344
GNLY,ENSG00000115523,0.0,	314.938572563415,cell_T,GSE157344
GZMA,ENSG00000145649,0.0,	88.1924000896454,cell_T,GSE157344
GZMB,ENSG00000100453,0.0,	170.501803961981,cell_T,GSE157344
JUN,ENSG00000177606,0.0,	69.6380651080113,cell_T,GSE157344
LINC02694,ENSG00000175779,0.0,	-16.6613594286233,cell_T,GSE157344
LPP,ENSG00000145012,0.0,	-54.9638264287006,cell_T,GSE157344
LTB,ENSG00000227507,0.0,	188.750287962583,cell_T,GSE157344
MALAT1,ENSG00000251562,0.0,	429.052280665186,cell_T,GSE157344
MBNL1,ENSG00000152601,0.0,	-22.7940828475189,cell_T,GSE157344
MT-ATP6,ENSG00000198899,0.0,	178.022148672687,cell_T,GSE157344
MT-CO1,ENSG00000198804,0.0,	186.389285903732,cell_T,GSE157344
MT-CO2,ENSG00000198712,0.0,	166.824469468043,cell_T,GSE157344
MT-CO3,ENSG00000198938,0.0,	241.153044442745,cell_T,GSE157344
MT-CYB,ENSG00000198727,0.0,	149.672703525227,cell_T,GSE157344
MT-ND1,ENSG00000198888,0.0,	65.173797716105,cell_T,GSE157344
MT-ND2,ENSG00000198763,0.0,	98.1305648060875,cell_T,GSE157344
MT-ND3,ENSG00000198840,0.0,	133.296997422464,cell_T,GSE157344
MT-ND4,ENSG00000198886,0.0,	96.9051097012866,cell_T,GSE157344
MTRNR2L8,ENSG00000255823,0.0,	89.7138564152505,cell_T,GSE157344
NEAT1,ENSG00000245532,	0.0027641006162811,	231.366373258744,cell_T,GSE157344
NFKBIA,ENSG00000100906,0.0,	56.5832527338979,cell_T,GSE157344
NKG7,ENSG00000105374,0.0,	60.7397900939735,cell_T,GSE157344
PRKCH,ENSG00000027075,0.0,	-15.0966375617631,cell_T,GSE157344
RABGAP1L,ENSG00000152061,0.0,	-17.5432753389374,cell_T,GSE157344
RNF213,ENSG00000173821,	0.0465952000500768,	56.2316757677368,cell_T,GSE157344
RPL10,ENSG00000147403,0.0,	55.1789976936283,cell_T,GSE157344
RPL28,ENSG00000108107,0.0,	67.8882910561885,cell_T,GSE157344
RPS18,ENSG00000231500,0.0,	68.11202879399,cell_T,GSE157344
RPS27,ENSG00000177954,0.0,	66.5881817657558,cell_T,GSE157344
S100A11,ENSG00000163191,0.0,	63.8903583788612,cell_T,GSE157344
S100A6,ENSG00000197956,0.0,	63.6300192956882,cell_T,GSE157344
SAT1,ENSG00000130066,0.0,	65.6683173815823,cell_T,GSE157344
SMCHD1,ENSG00000101596,0.0,	-20.5282734742241,cell_T,GSE157344
SRGN,ENSG00000122862,0.0,	71.5830364859566,cell_T,GSE157344
THADA,ENSG00000115970,	2.83195776990043e-232,	-23.8418956507095,cell_T,GSE157344
THEMIS,ENSG00000172673,	2.15156162339067e-297,	-16.5539470156752,cell_T,GSE157344
TMEM131L,ENSG00000121210,0.0,	-21.5246891604925,cell_T,GSE157344
TMSB4X,ENSG00000205542,0.0,	77.2801927688523,cell_T,GSE157344
TOX,ENSG00000198846,0.0,	-28.5323838378117,cell_T,GSE157344
VIM,ENSG00000026025,0.0,	63.919788181843,cell_T,GSE157344
ZEB2,ENSG00000169554,	5.65432427800097e-26,	-15.1146166105385,cell_T,GSE157344
AC019117.1,AC019117.1,	1.08239714569266e-187,	-25.3581180331388,cell_Unknown,GSE157344
ADAM28,ENSG00000042980,	3.13262952725867e-37,	-19.988854874049,cell_Unknown,GSE157344
AGR2,ENSG00000106541,	8.37332126742674e-223,	152.735675932703,cell_Unknown,GSE157344
ALCAM,ENSG00000170017,	2.16258600261911e-86,	-31.7086861349377,cell_Unknown,GSE157344
ANK3,ENSG00000151150,	3.01474348846384e-190,	-35.2892171656876,cell_Unknown,GSE157344
ANKRD36C,ENSG00000174501,	2.80387866636244e-206,	-55.5873669456771,cell_Unknown,GSE157344
ARHGAP26,ENSG00000145819,	3.073500392725409e-230,	-17.5621357069193,cell_Unknown,GSE157344
BPIFA1,ENSG00000198183,	3.3365019663784604e-120,	455.69156333893,cell_Unknown,GSE157344
BPIFB1,ENSG00000125999,	7.85392949499632e-129,	624.032651894606,cell_Unknown,GSE157344
CAMK1D,ENSG00000183049,	1.76050069364801e-77,	-52.5455780515418,cell_Unknown,GSE157344
CEMIP,ENSG00000103888,	2.43435963555332e-162,	-49.8656593687104,cell_Unknown,GSE157344
CHST9,ENSG00000154080,	4.22855830874381e-07,	-40.4684681573496,cell_Unknown,GSE157344
CP,ENSG00000047457,	0.0113147120551011,	-22.1458510184361,cell_Unknown,GSE157344
CXCL8,ENSG00000169429,0.0,	315.107986840205,cell_Unknown,GSE157344
CYP3A5,ENSG00000106258,	9.48857639070851e-206,	-18.2599719370631,cell_Unknown,GSE157344
ERRFI1,ENSG00000116285,	7.007689693158279e-135,	-19.0805886018304,cell_Unknown,GSE157344
FAM155A,FAM155A,	1.4287822967634e-189,	-19.7779200258134,cell_Unknown,GSE157344
FER1L6,ENSG00000214814,	3.78106282856404e-184,	-17.046119461096,cell_Unknown,GSE157344
FOXN3,ENSG00000053254,	7.02461885736324e-63,	-17.1163452249629,cell_Unknown,GSE157344
FTH1,ENSG00000167996,0.0,	571.946411843832,cell_Unknown,GSE157344
FTL,ENSG00000087086,0.0,	745.977447799755,cell_Unknown,GSE157344
GMDS,ENSG00000112699,	3.4401988141636e-226,	-29.4317215797709,cell_Unknown,GSE157344
GPRC5A,ENSG00000013588,	3.2998353734738e-95,	-20.9219809175767,cell_Unknown,GSE157344
HBB,ENSG00000244734,	4.16759106359394e-220,	400.239808796407,cell_Unknown,GSE157344
IL1RAPL2,ENSG00000189108,	4.84825068566479e-121,	-35.4486317439799,cell_Unknown,GSE157344
KRT17,ENSG00000128422,	9.43830207558668e-93,	198.408365455735,cell_Unknown,GSE157344
LCN2,ENSG00000148346,0.0,	376.343710006085,cell_Unknown,GSE157344
LIMCH1,ENSG00000064042,	6.7127825904181e-165,	-29.2143650612624,cell_Unknown,GSE157344
LINC00342,ENSG00000232931,	1.39157548124479e-298,	-131.744772505135,cell_Unknown,GSE157344
LINC00511,ENSG00000227036,	1.9829152989777003e-248,	-18.4125025861556,cell_Unknown,GSE157344
MACROD2,ENSG00000172264,	7.17476898253077e-204,	-74.3925643679215,cell_Unknown,GSE157344
MBNL1,ENSG00000152601,	6.478656416480769e-126,	-20.3983636203162,cell_Unknown,GSE157344
MGAT5,ENSG00000152127,	1.79789679286793e-249,	-26.8473818229969,cell_Unknown,GSE157344
MSMB,ENSG00000263639,	3.3511945698866108e-149,inf,cell_Unknown,GSE157344
MT-ATP6,ENSG00000198899,0.0,	151.27236554064,cell_Unknown,GSE157344
MT-CO1,ENSG00000198804,0.0,	199.137255915022,cell_Unknown,GSE157344
MT-CO2,ENSG00000198712,0.0,	213.860297876082,cell_Unknown,GSE157344
MT-CO3,ENSG00000198938,0.0,	155.60943948824,cell_Unknown,GSE157344
MT-ND4,ENSG00000198886,0.0,	177.241616760215,cell_Unknown,GSE157344
MT2A,ENSG00000125148,	6.06179139176846e-165,	153.452308217338,cell_Unknown,GSE157344
MUC5AC,ENSG00000215182,	7.85625425292467e-13,	161.371737221875,cell_Unknown,GSE157344
MYO1E,ENSG00000157483,	2.9460067939496494e-232,	-19.6173906187909,cell_Unknown,GSE157344
NCKAP5,ENSG00000176771,	3.96605177832691e-180,	-37.0993146335413,cell_Unknown,GSE157344
NEAT1,ENSG00000245532,	0.0380021074426662,	268.131809757226,cell_Unknown,GSE157344
NEBL,ENSG00000078114,	5.02214103198474e-264,	-29.5276062311679,cell_Unknown,GSE157344
NEDD4L,ENSG00000049759,	9.83332671991038e-251,	-33.853086711813,cell_Unknown,GSE157344
PDE4D,ENSG00000113448,0.0,	-31.3433596568099,cell_Unknown,GSE157344
PELI1,ENSG00000197329,	4.4284844169454696e-27,	-26.0062288789949,cell_Unknown,GSE157344
PLAT,ENSG00000104368,	2.44048723136289e-88,	-17.2937769215886,cell_Unknown,GSE157344
PTPRN2,ENSG00000155093,	1.9742119775596202e-307,	-22.192664328135,cell_Unknown,GSE157344
RGS6,ENSG00000182732,	6.92526833664288e-260,	-30.4870815879084,cell_Unknown,GSE157344
RUNX1,ENSG00000159216,	1.29030717216879e-130,	-17.7729326402756,cell_Unknown,GSE157344
S100A2,ENSG00000196754,	3.79799900172025e-181,	214.114723645553,cell_Unknown,GSE157344
S100A8,ENSG00000143546,	5.809523397774529e-306,	170.862203094506,cell_Unknown,GSE157344
S100A9,ENSG00000163220,0.0,	296.376671629873,cell_Unknown,GSE157344
SCGB1A1,ENSG00000149021,	3.04406027203462e-215,inf,cell_Unknown,GSE157344
SCGB3A1,ENSG00000161055,	3.1636102292553e-100,inf,cell_Unknown,GSE157344
SDK1,ENSG00000146555,	1.03516692755077e-67,	-58.3848593271948,cell_Unknown,GSE157344
SERPINB3,ENSG00000057149,0.0,	235.193001779066,cell_Unknown,GSE157344
SLC4A4,ENSG00000080493,	1.03678921207303e-40,	-52.3346771046193,cell_Unknown,GSE157344
SLPI,ENSG00000124107,0.0,	680.569245229948,cell_Unknown,GSE157344
SOD2,ENSG00000112096,	9.847738742321769e-276,	140.23902545211,cell_Unknown,GSE157344
TFF3,ENSG00000160180,	7.23399147987701e-116,	464.594217544771,cell_Unknown,GSE157344
TOP1,ENSG00000198900,	3.56682074788641e-48,	-24.5742884286238,cell_Unknown,GSE157344
WFDC2,ENSG00000101443,0.0,	258.946697898116,cell_Unknown,GSE157344
